symptom,class
약국 판매하는 영영제도 합성비타민일까요?,KTM
감전..,EMR
70세 아버지 가슴답답함과 만성적인 피로,CA
손이 과하게 따뜻해져요,KTM
안구통,OPH
조금만 울어도 두통이 와요,OPH
눈 앞부분이 터질거같아요,OPH
이전 질문입니당. 심장병이라면 제3의 심잡음이 들려야 하는것 아닌가요,CA
부정맥?,CA
천식.알러지 로 의료상담 요청드립니다,ALL
엄마가 b형간염 보균자인데 사혈침을 같이 썼어요,KTM
올바른 배변습관? 질문있어요,GI
웰콘정이 효과가 약한건가요?,GI
매일 변을 보는데 양이 적어요,GI
많이 체한거 같은데 어떡해야되나요ㅜㅜ,GI
선생님들 ㅠ그냥 가래,IP
입냄새 나요. ,GI
판토라인과 라비에트,GI
추가 질문 홍인표전문의 님께 드립니다 알러지비염,ENT
답변 감사드립니다. 리바로정2.0mg(피타바스타틴)을 저녁에 먹을려고 합니다.,ENDO
질문2 네 코피는 안났습니다,ENT
알러지약 에대해  질문드려요!,ALL
급해요!!!!우유 먹은 후에 웰콘정 먹어도 되나요?,GI
질문 가래때문에 계속 헛기침하게되고 ,IP
락토프리 우유에는 유산균이 들어있지 않나요?,GI
웰콘정과 마그밀 같이 먹어도 되나요?,GI
두근거림이 식도경련때문일수도있나요?,GI
기침 제 증상이 코로나 의심 증상인지요?,IP
엠에스엠 장기복용 가능할까요,OS
계속질문드려죄송한데... 고지혈증약 리바로2.0mg 질문드립니다.,ENDO
영양제에대해 추가로 선생님들께 질문드립니다,KTM
명치가 아프고 속이 안 좋아요,OS
식은땀,KTM
아기코딱지 이쑤시개로..ㅜㅜ괜찮을까요?,ENT
자다가 코로 음식물 역류,GI
갈색가래,IP
위 내시경 후 목통증 발열,ENT
영양제 성분이 어떤게 나을까요?,KTM
고막체온,INFC
열날때,IP
두근거림. 증상만으로 콩코르정 2,CA
잠을 잘 못자면 왜 두통이 생기나요?,NR
두근거림(심계항진)으로 질문드립니다.,CA
이런 증상 소변검사,URO
심계항진(두근거림)과 손목 맥박이 다를 수도 있나요?,CA
인슐린 igf1 호르몬 분비를 증가시킨다는데 맞나요??,ENDO
스파르가눔 기생충 감염에대해서요,INFC
24세 여자 왼팔 왼손 저림과 심장 부근 가슴과 등 욱씬거림.,NR
답변주셔서 감사합니다 구충제 복용,GI
제 증상이 당뇨가 확실한지 궁금합니다...,ENDO
과일주스,GI
목 이물감?,ENT
구충제 복용,GI
일사병인가요,EMR
감기약과 피임약 복용시 상호작용잇는지ㅠㅠ,OBGY
편도염? 코로나?,ENT
목 가래 피,IP
혀 안쪽에 미세유리 조각이?,EMR
목 가래 피 코로나 의심,IP
특정 음식을 먹으면 어지럽고 토할거같아요,ALL
종양표지자 ca19-9 문의드립니다,GI
LDL 180 이었는데 2달 후 45로 떨어졌습니다.,ENDO
종합병원에서 위내시경,GI
난소낭종,OBGY
금요일부터 계속 어지러움 증상/더위먹음,EMR
맥주와 소주 중에 몸에 더 해로운 것은 뭘까요?!,GI
약한 기침을 근 한달 째 하고 있습니다,IP
가슴 답답함이 식사후에 심해져요.,GI
위염 위무력증 위하수에 좋은 운동..?,GI
라면을 섭취한 후에 배가 살살 아프면서 설사를 하고,GI
대변에 거품이 일어요.,GI
가슴답답 증상,GI
눈 이물감 및 두통,OPH
매독 증상인지 궁금합니다,INFC
곰팡이 관련 질문,INFC
제산제 먹고 울렁거리거나 복통이 생길수도 있나요?,GI
일반적인 편도염과 성병으로 걸리는 편도염은 다른가요?,ENT
집에 지니고 있어야할 상비약,EMR
홍인표님께 현재는 별증상은없고 가스만좀나오는상태입니다,GI
최근들어 몸이 너무 피로해서 영양제와모기물림으로 약을 구입하려 하는데요,KTM
간수치가 높아요,GI
생리전 체온,OBGY
설사하고 열이 조금 납니다 왜 그러는 건가요,GI
이거 암인가요 중2입니다.다름이 아니라 제가 담배를 파는데 몸이 안좋아지는거 같아서요,IP
평소 냉하고 소화가 잘 안 됩니다...,GI
홍인표 선생님 술은 아주 가끔 마십니다,GI
변비가 심한데요....배변시에 위가 살짝 당겨요..,GI
선생님 병원을 다녀왔는데 후두랑 식도에 역류가 엄청 심하다고 하시더라고요,GI
트로포닌 I 수치가 정상인지요?,CA
건강 검진 결과 (간,GI
피부 발진이 생겼습니당.,DERM
낮은 소변 크레아티닌 수치,NPH
요로결석복용중인약좀봐주세요,URO
서 있다가 심박수가 106 나오는게 앉자마자 바로 78 80으로 떨어질수가 있나요?,CA
혈당 질문입니다,ENDO
목잠김과 가래 있는것 같아서 답답합니다 대학병원 이비인후과 진료 했습니다,ENT
왼쪽 턱밑 목젖주위통증,ENT
목잠김과 이물감 소화랑 관계 있나요,GI
목 잠김 현상,ENT
재차질문 항문약 복용중 위불편한증상,GS
헌혈과 건강,HEON
단순 장염이 맞을까요..?,GI
단순 장염이 맞는지 궁금합니다..,GI
골다공증 검사,ENDO
배변을 할 시 부드럽게 나오지를 않습니다.,GI
기침 할 때마다 배가 당기며 통증이 있어요,IP
비스테로이드성 소염제로 인한 위궤양 자연치유? 재발?,GI
3일째 미열 몸에 열감,IP
빈혈 검사?,HEON
이마 몸 열감 더위먹음 이미 답변 받은 건 사진 첨부 할게요,IP
거품변?노란색변?ㅠㅜㅜ 왜이러죠?ㅜㅜ,GI
여름감기가 걸렸는데 너무 답답해요 ㅠㅠ 코로나 아니겠죠?,IP
가끔 자다가 기침을 하면 기침에서 컹컹 소리가 나는데 왜 이런걸까요?,IP
열이 안 떨어져요 (사진 첨부) 더위먹음,EMR
고지혈증약 ..감사합니다.,ENDO
음식을 삼키면 목구멍 통증이 심해요,GI
뭘까요? 목 이물감 목 쪼임이 너무 심합니다 ,ENT
고지혈증 약복용 질문드립니다.,ENDO
검은색 변,GI
증상 열,INFC
검은 색 변이 나왔는데 괜찮나요?,GI
2달전부터 어지러움,NR
소화기 내과에서 8월말쯤 내시경 합니다,GI
소장내 세균증식 치료가  어덯한 치료인가요,GI
아 하나만 더 여쭤볼게요..! 쓰러질 것 같은 느낌 약간 받으면서 어지럽거든요,NR
이유없이 흉부가 아파요,CA
역류성식도염 약 복용 중 어지럼증,GI
답변 감사해요 혹시 미열이 나도 괜찮은 걸까요?,IP
코엔자임큐텐 영양제 냉장고보관 해도 되나요,KTM
안녕하세요 장염 약 질문드랴여,GI
응급실,EMR
목 잠김   목칼칼 하면서  가큼 따끔따끔 거리는 느낌밉니다,ENT
공복혈당은 연령에 따라 변하나요?,ENDO
위축성위염은 흔한건가요?,GI
목젖 부근 통증,ENT
선생님 안녕하세요 방금 기립성 저혈압 답변해주셨는데요~~,CA
기립성 저혈압 질문드립니다,CA
기립성저혈압 질문드립니다,CA
설사가 심하고 점액섞인 피가 나옵니다.,GI
지속적인 흉통과 갈색 가래침,IP
더위먹은 증상 몸살? 어지러워요,NR
2달전 식도염 약을 복용할때부터 어지럼증이 조금씩 있었는데,GI
복부 팽창,GI
저번 질문 답변 정말 감사합니다 일반인이 지속적으로 인슐린을 사용하게 되면 근육보단 지방비대가 더 두드러진다고 하셨는데,ENDO
어제부터 왼쪽 측면 귀위쪽 머리부분부터 정수리까지 묵직하게 아파요,NR
입술 아래 턱 뼈 통증,NR
목칼칼 하면서  답답 해서  음음 하니까 목  아프다조금,ENT
기침을 3주 이상 합니다. 코/목은 이상무,IP
배랑 등 통증이 같이 있어요,GI
증상없이 열 (도와주세요!),INFC
A형 간염항체 저절로 생길수도 있나요?,GI
자궁경부이형성증 질문입니다,OBGY
고지혈증 진단받았습니다.,ENDO
장염과 위염의 차이를 알고싶어요.,GI
체중감소 및 팔다리 힘빠짐,NR
피검사 백혈구 3대,HEON
소금 섭취량,KTM
변 볼때 힘을 많이주면 위에 무리가 가나요?,GI
곰팡이 종류 확인,INFC
인슐린 말단비대증 또는 남성화,ENDO
선생님!감사합니다. 그럼 비타민 D 2000iu와 칼슘2000mg을 같이먹어야 하나요?,ENDO
골다공증 예방을 위해 칼슘약을 먹으려하는데 어느게 좋을지 여쭙니다.,ENDO
제한성 환기장애,IP
자궁경부암 검사지 해석 부탁드립니다.,OBGY
사후피임약 복용 5일째 되는 날인데요,OBGY
위내시경 후 음식,GI
가슴답답,CA
이런 심박수 문제 있는건가요,CA
장염이 난거 같습니다.,GI
위가 부은거면 무슨 병일까요.... 소화불량과 울렁거림이 있어요,GI
한쪽손이 저려요,NR
위장 튼튼하게 하는법 알려주세요...,GI
장염 후 소화가안되서 약처방을 받았는데 위염인가요?,GI
요새 엄마께서 삼킴곤란과 구역구토때문에 고생합니다.,NR
경추디스크,NS
저질체력 질문드립니다. 운동을 시작해보고싶은데 어떻게 하면좋을까요? ,REHM
갑자기 몸살인가요?,IP
장염후 변비가 와서 사과를 먹었어요,GI
복통 답변드립니다,GI
60대에 백신을 맞았으면 또 안 맞아도 되나요?,INFC
등이 가려워 긁었는데 상처가 났습니다.,DERM
밥을 많이 먹지 않았는데도 식후1시간 혈당이 240이면 정상인건가요?,ENDO
당뇨 식단,ENDO
위염이 위장염이죠?,GI
b형간염은 만성일경우에만 활동성 판정을 받나요?,GI
당뇨 정밀 검사,ENDO
장염 이후에 위염이 오기도 하나요?,GI
마x밀 먹으면 울렁거리기도 하나요?,GI
배가 아픈데 어떤 증상하고 가까운지 궁금해서요,GI
체중감소및 기카등등,ENDO
제가 앓고있는 병이 정확히 뭘까요?담적? 위염? 식도염? 소화불량? 고통스럽네요,GI
식후 1시간 혈당이 너무 높게 나와요,ENDO
제가 고기를 먹으면 설사를 합니다,GI
복부비만,ENDO
당뇨에 관해서 질문,ENDO
음식물(옥수수알)이 기도로 넘어 갔을 가능성 증상이 어떤지?,IP
하지불안증후군?이 맞나요?,PSY
치약을 실수로 삼켰어요 약을 복용해도 되나요?,GI
자궁경부암검사에서 비정형세포가 나오는 이유,OBGY
수막구균 예방접종,INFC
복통 추가 질문드립니다,GI
경미한 가슴통증..,CA
췌장염 일까요?,GI
목이물감 아침 목잠김,ENT
위가 저리는듯한 증상도 있나요?,GI
홍삼 부작용,KTM
피검사전 소독솜사용,INFC
장염 후 속울렁거림 며칠이나 가나요?,GI
간기능 수치 질문,GI
위암,GI
갑상선수술후 만성적인 저칼슘환자가  2500mg이상 칼슘복용시 문제가생기나요?,ENDO
자궁경부암 검사 결과,OBGY
내시경 관련 ,GI
비오틴,KTM
양배추즙 권장량좀 알려주세요,KTM
이렇게도 몸살이 오나요?..,IP
위산이 잠깐 역류했어요,GI
열이 38도이고 설사에 근육통이 있는데 혹시 코비드 증상인가요?,IP
인후두염...? 이게 뭘까요,ENT
심장 검사 받구 기더리는중입니다. ,CA
제가 목이 아파서 문의 드립니다.,ENT
술먹고 약을 먹으면 안되나요?,GI
당뇨환자가 홍삼이나 오메가3를 먹어도 될까요?.,KTM
비타민 b 섭취 문의,KTM
오메가3 보관법,ENDO
요가 운동할때 위 신물,GI
신경성위염이였을까요?? 머였을까요?,GI
식사량은 평상시랑 똑같이 합니다,GI
극심한 복통 문의,GI
뱃살이 제일 늦게 빠지나요?,ENDO
병원에서 속안좋다고하면 어떤질문을 하시고 어떤 진단이 나올까요??...,GI
마이쮸가 목에 걸린 것 같아요,EMR
씬지록신 복용중인데  l트립토판을 먹어도 될까요?,ENDO
일반건강검진 당뇨,ENDO
요즘 목 뒤가 상당이 불편합니다.,KTM
갑상선에 문제인지 궁금합니다,ENDO
생수를 마실 때 단맛이나는 이유,KTM
관장약 그만 쓰는 게 나을까요?,GI
건강기능식품,KTM
이번주내로 피검사로 비타민D,KTM
제가 지금 식도염 약을 복용한지 거의 2달 다되갑니다,GI
유로빌리노겐 수치 질문이요,GI
양치하고 입헹굴때 오늘만 목에서 피냄새가 납니다,ENT
칼슘 추가질문 여쭤드립니다.,ENDO
장마철에 곰팡이까지 아기가 있어요 ㅠㅠ 아기한테 뭐가 나쁠까요?,INFC
고혈압과 커피,CA
소화불량 숨쉬기 불편하고 열,GI
제가 지금 다이어트중인데 맞게 하는게 맞나 모르겠네오,ENDO
가슴 답답,CA
설사 질문,GI
마x밀은 하루 몇알까지 먹어도 되나요?,GI
어지러운 느낌이  근 2개월동안 그런거같아요,NR
어지러움증 질문이요,NR
20대 혈당이 너무 높게나와요,ENDO
목에 이물감이 느껴져요,ENT
대변볼때 아랫배 통증,GI
저녁에 먹은 오이(위산 섞이지 않은)가 역류했습니다 아칼라지아인가요?,GI
경늑골(Cervical rib)은 결합조직장애인가요?,RHEU
지사제랑 인데놀 같이 복용해도 될까요?,GI
운동 후 피가래,IP
고혈압 약을 복용하면 장기가 손상된다는 말 근거가 있는지요.,CA
자궁경부암과 hpv관계,OBGY
티로파정 모티리톤정 같이 먹어도 괜찮나요?,GI
식욕부진,PSY
위산 억제약을 먹으면 위산이 안나오나요?? ,GI
가슴 답답한 느낌,CA
당뇨에 관해 이것만 좀 알려주세요,ENDO
몸에 열감이 느껴져요,IP
목아픔,ENT
자꾸눕고만싶고 쇠약감이라고해야하나? 피로감도 너무많아요 증상이 왜이런거죠?,KTM
혈관이 건강한지 여부를 알아 볼 수 있는 검사가 어떤게 있을까요?,CA
혀 옆 쪽에 뭐가 났어요,ENT
설사를 합니다.,GI
아프타치,ENT
식사할때 자꾸 쉬면서 먹어요.,KTM
초5(12살)인데 피똥샀어요....,GI
약 반년전부터 숨쉬기 답답,IP
머리 속과 얼굴 안쪽이 간지러운 느낌,NR
자고 일어났는데 쌍커풀?이 사라졌어요... 사진 여기에 있어요,NPH
현재 증상이 단순한 식도염.알레르기인지 식도이완불능증인지 알수있을까요..?,GI
자고 일어났는데 쌍커풀?이 사라졌어요...,NPH
웰콘정 먹어도 변비,GI
변기에 오래 앉으면 혈뇨가 생기나요?,URO
모기 물리면,DERM
심박수 증가,CA
알벤다졸(구충제)랑 영양제들 같이 먹어도되나요??,KTM
오메가3와 출혈,HEON
목 이물감과 스트레스,ENT
해포스 가레오 ,KTM
혹시 공복혈당을 잴때 물을 마시면 결과가 달라지나요??,ENDO
혈당에 무슨 문제가 있나요??,ENDO
소변검사 결과 체크 좀 해주세요’,URO
해포스 가레오 질문드립니다,KTM
류마티스성 다발성 근육염 일까요?,RHEU
